engine,stress,sharpe,total_ret,max_dd,ann_ret,ann_vol,hit_rate,n
v1,1.0,0.44904122168819643,0.1357096497705843,-0.5042205986515926,0.35813020894937986,0.6817063579520111,0.21786332756094312,15014
v1,1.5,0.3481510887335737,0.009314508281890843,-0.5471039900849208,0.2679410410510543,0.6818808894275498,0.21753030504862128,15014
v1,2.0,0.24728685259122515,-0.10308954522848945,-0.5863058543537997,0.18374041489962734,0.6821264070722441,0.2171306780338351,15014
v1b,1.0,0.39030592213132237,0.015477387259526187,-0.5144755371287069,0.3548659522171671,0.7781275368704,0.2173304915412282,15014
v1b,1.5,0.2982310618223915,-0.10202463739236933,-0.5579495165292334,0.2612702968607814,0.7783309328313179,0.21719728253629944,15014
v1b,2.0,0.20618679780964164,-0.20600170331958723,-0.597559359334681,0.1741396472437995,0.778600458353449,0.21673105101904888,15014
